712.000000,231.000000,22.000000,24.000000
713.000000,230.818176,22.090910,24.272728
714.000000,230.636368,22.181818,24.545454
715.000000,230.454544,22.272728,24.818182
716.000000,230.272720,22.363636,25.090910
717.000000,230.090912,22.454546,25.363636
718.000000,229.909088,22.545454,25.636364
719.000000,229.727280,22.636364,25.909090
720.000000,229.545456,22.727272,26.181818
721.000000,229.363632,22.818182,26.454546
722.000000,229.181824,22.909092,26.727272
723.000000,229.000000,23.000000,27.000000
722.375000,228.750000,23.500000,27.250000
721.750000,228.500000,24.000000,27.500000
721.125000,228.250000,24.500000,27.750000
720.500000,228.000000,25.000000,28.000000
719.875000,227.750000,25.500000,28.250000
719.250000,227.500000,26.000000,28.500000
718.625000,227.250000,26.500000,28.750000
718.000000,227.000000,27.000000,29.000000
716.500000,227.500000,26.875000,28.750000
715.000000,228.000000,26.750000,28.500000
713.500000,228.500000,26.625000,28.250000
712.000000,229.000000,26.500000,28.000000
710.500000,229.500000,26.375000,27.750000
709.000000,230.000000,26.250000,27.500000
707.500000,230.500000,26.125000,27.250000
706.000000,231.000000,26.000000,27.000000
703.200012,230.399994,26.000000,27.000000
700.400024,229.800003,26.000000,27.000000
697.599976,229.199997,26.000000,27.000000
694.799988,228.600006,26.000000,27.000000
692.000000,228.000000,26.000000,27.000000
688.666687,227.666672,26.000000,27.333334
685.333313,227.333328,26.000000,27.666666
682.000000,227.000000,26.000000,28.000000
677.000000,226.666672,26.333334,28.666666
672.000000,226.333328,26.666666,29.333334
667.000000,226.000000,27.000000,30.000000
662.000000,225.666672,27.333334,30.666666
657.000000,225.333328,27.666666,31.333334
652.000000,225.000000,28.000000,32.000000
647.400024,225.199997,27.799999,31.400000
642.799988,225.399994,27.600000,30.799999
638.200012,225.600006,27.400000,30.200001
633.599976,225.800003,27.200001,29.600000
629.000000,226.000000,27.000000,29.000000
636.200012,226.399994,26.799999,29.200001
643.400024,226.800003,26.600000,29.400000
650.599976,227.199997,26.400000,29.600000
657.799988,227.600006,26.200001,29.799999
665.000000,228.000000,26.000000,30.000000
672.000000,228.333328,26.000000,29.666666
679.000000,228.666672,26.000000,29.333334
686.000000,229.000000,26.000000,29.000000
690.250000,229.750000,26.000000,29.000000
694.500000,230.500000,26.000000,29.000000
698.750000,231.250000,26.000000,29.000000
703.000000,232.000000,26.000000,29.000000
707.250000,232.750000,26.000000,29.000000
711.500000,233.500000,26.000000,29.000000
715.750000,234.250000,26.000000,29.000000
720.000000,235.000000,26.000000,29.000000
722.500000,235.000000,25.750000,29.000000
725.000000,235.000000,25.500000,29.000000
727.500000,235.000000,25.250000,29.000000
730.000000,235.000000,25.000000,29.000000
730.799988,235.199997,25.000000,29.000000
731.599976,235.399994,25.000000,29.000000
732.400024,235.600006,25.000000,29.000000
733.200012,235.800003,25.000000,29.000000
734.000000,236.000000,25.000000,29.000000
732.833313,236.000000,25.333334,28.666666
731.666687,236.000000,25.666666,28.333334
730.500000,236.000000,26.000000,28.000000
729.333313,236.000000,26.333334,27.666666
728.166687,236.000000,26.666666,27.333334
727.000000,236.000000,27.000000,27.000000
725.666687,236.000000,27.000000,27.333334
724.333313,236.000000,27.000000,27.666666
723.000000,236.000000,27.000000,28.000000
718.333313,235.888885,27.333334,28.333334
713.666687,235.777771,27.666666,28.666666
709.000000,235.666672,28.000000,29.000000
704.333313,235.555557,28.333334,29.333334
699.666687,235.444443,28.666666,29.666666
695.000000,235.333328,29.000000,30.000000
690.333313,235.222229,29.333334,30.333334
685.666687,235.111115,29.666666,30.666666
681.000000,235.000000,30.000000,31.000000
674.500000,235.166672,30.166666,31.000000
668.000000,235.333328,30.333334,31.000000
661.500000,235.500000,30.500000,31.000000
655.000000,235.666672,30.666666,31.000000
648.500000,235.833328,30.833334,31.000000
642.000000,236.000000,31.000000,31.000000
642.000000,237.000000,27.000000,31.000000
649.250000,237.250000,26.750000,30.500000
656.500000,237.500000,26.500000,30.000000
663.750000,237.750000,26.250000,29.500000
671.000000,238.000000,26.000000,29.000000
677.333313,238.333328,25.833334,28.833334
683.666687,238.666672,25.666666,28.666666
690.000000,239.000000,25.500000,28.500000
696.333313,239.333328,25.333334,28.333334
702.666687,239.666672,25.166666,28.166666
709.000000,240.000000,25.000000,28.000000
711.909119,240.090912,25.454546,28.181818
714.818176,240.181824,25.909090,28.363636
717.727295,240.272720,26.363636,28.545454
720.636353,240.363632,26.818182,28.727272
723.545471,240.454544,27.272728,28.909090
726.454529,240.545456,27.727272,29.090910
729.363647,240.636368,28.181818,29.272728
732.272705,240.727280,28.636364,29.454546
735.181824,240.818176,29.090910,29.636364
738.090942,240.909088,29.545456,29.818182
741.000000,241.000000,30.000000,30.000000
741.000000,240.800003,30.200001,30.400000
741.000000,240.600006,30.400000,30.799999
741.000000,240.399994,30.600000,31.200001
741.000000,240.199997,30.799999,31.600000
741.000000,240.000000,31.000000,32.000000
738.454529,239.909088,30.636364,32.000000
735.909119,239.818176,30.272728,32.000000
733.363647,239.727280,29.909090,32.000000
730.818176,239.636368,29.545454,32.000000
728.272705,239.545456,29.181818,32.000000
725.727295,239.454544,28.818182,32.000000
723.181824,239.363632,28.454546,32.000000
720.636353,239.272720,28.090908,32.000000
718.090881,239.181824,27.727272,32.000000
715.545471,239.090912,27.363636,32.000000
713.000000,239.000000,27.000000,32.000000
706.666687,238.777771,27.222221,31.666666
700.333313,238.555557,27.444445,31.333334
694.000000,238.333328,27.666666,31.000000
687.666687,238.111115,27.888889,30.666666
681.333313,237.888885,28.111111,30.333334
675.000000,237.666672,28.333334,30.000000
668.666687,237.444443,28.555555,29.666666
662.333313,237.222229,28.777779,29.333334
656.000000,237.000000,29.000000,29.000000
646.000000,237.500000,29.500000,29.500000
636.000000,238.000000,30.000000,30.000000
644.500000,239.000000,29.000000,29.000000
653.000000,240.000000,28.000000,28.000000
661.500000,240.000000,27.000000,27.500000
670.000000,240.000000,26.000000,27.000000
678.000000,240.000000,25.500000,26.500000
