291.00,345.00,376.00,345.00,376.00,150.00,291.00,150.00
291.24,344.00,376.00,344.00,376.00,148.38,291.24,148.38
291.48,343.00,376.00,343.00,376.00,146.76,291.48,146.76
291.71,342.00,376.00,342.00,376.00,145.14,291.71,145.14
291.95,341.00,376.00,341.00,376.00,143.52,291.95,143.52
292.19,340.00,376.00,340.00,376.00,141.90,292.19,141.90
292.43,339.00,376.00,339.00,376.00,140.29,292.43,140.29
292.67,338.00,376.00,338.00,376.00,138.67,292.67,138.67
293.64,338.05,376.73,338.05,376.73,138.09,293.64,138.09
294.61,338.09,377.47,338.09,377.47,137.52,294.61,137.52
295.58,338.14,378.20,338.14,378.20,136.95,295.58,136.95
296.55,338.18,378.93,338.18,378.93,136.37,296.55,136.37
297.53,338.23,379.67,338.23,379.67,135.80,297.53,135.80
298.50,338.27,380.40,338.27,380.40,135.23,298.50,135.23
299.47,338.32,381.14,338.32,381.14,134.65,299.47,134.65
300.44,338.36,381.87,338.36,381.87,134.08,300.44,134.08
301.41,338.41,382.60,338.41,382.60,133.50,301.41,133.50
302.39,338.45,383.34,338.45,383.34,132.93,302.39,132.93
303.36,338.50,384.07,338.50,384.07,132.36,303.36,132.36
303.90,340.33,384.38,340.33,384.38,133.57,303.90,133.57
304.45,342.17,384.69,342.17,384.69,134.79,304.45,134.79
305.00,344.00,385.00,344.00,385.00,136.00,305.00,136.00
304.95,341.83,384.66,341.83,384.66,135.16,304.95,135.16
304.90,339.67,384.31,339.67,384.31,134.31,304.90,134.31
304.85,337.50,383.97,337.50,383.97,133.47,304.85,133.47
304.80,335.33,383.63,335.33,383.63,132.63,304.80,132.63
304.76,333.17,383.28,333.17,383.28,131.78,304.76,131.78
304.71,331.00,382.94,331.00,382.94,130.94,304.71,130.94
304.72,329.14,382.66,329.14,382.66,130.41,304.72,130.41
304.73,327.29,382.37,327.29,382.37,129.87,304.73,129.87
304.74,325.43,382.09,325.43,382.09,129.34,304.74,129.34
304.75,323.57,381.81,323.57,381.81,128.81,304.75,128.81
305.63,321.30,382.40,321.30,382.40,127.86,305.63,127.86
306.52,319.02,382.99,319.02,382.99,126.91,306.52,126.91
307.40,317.97,383.58,317.97,383.58,127.17,307.40,127.17
308.29,316.91,384.17,316.91,384.17,127.44,308.29,127.44
309.17,315.85,384.76,315.85,384.76,127.70,309.17,127.70
310.06,314.79,385.36,314.79,385.36,127.97,310.06,127.97
310.95,313.73,385.95,313.73,385.95,128.23,310.95,128.23
311.83,312.68,386.54,312.68,386.54,128.50,311.83,128.50
312.72,311.62,387.13,311.62,387.13,128.77,312.72,128.77
313.60,310.56,387.72,310.56,387.72,129.03,313.60,129.03
314.49,309.50,388.31,309.50,388.31,129.30,314.49,129.30
315.37,308.45,388.90,308.45,388.90,129.56,315.37,129.56
316.26,307.39,389.49,307.39,389.49,129.83,316.26,129.83
317.14,306.33,390.09,306.33,390.09,130.09,317.14,130.09
318.03,305.27,390.68,305.27,390.68,130.36,318.03,130.36
318.92,304.21,391.27,304.21,391.27,130.62,318.92,130.62
319.80,303.15,391.86,303.15,391.86,130.89,319.80,130.89
320.69,302.10,392.45,302.10,392.45,131.16,320.69,131.16
321.57,301.18,393.04,301.18,393.04,131.56,321.57,131.56
322.46,300.27,393.63,300.27,393.63,131.97,322.46,131.97
323.34,299.35,394.23,299.35,394.23,132.38,323.34,132.38
324.23,298.43,394.82,298.43,394.82,132.79,324.23,132.79
325.11,297.52,395.41,297.52,395.41,133.19,325.11,133.19
326.00,130.00,396.00,130.00,396.00,293.00,326.00,293.00
328.04,293.75,398.04,293.75,398.04,130.79,328.04,130.79
330.08,294.50,400.08,294.50,400.08,131.58,330.08,131.58
332.12,295.25,402.12,295.25,402.12,132.38,332.12,132.38
334.17,296.00,404.17,296.00,404.17,133.17,334.17,133.17
336.21,296.75,406.21,296.75,406.21,133.96,336.21,133.96
338.25,297.50,408.25,297.50,408.25,134.75,338.25,134.75
339.97,297.06,408.84,297.06,408.84,135.41,339.97,135.41
341.69,296.62,409.44,296.62,409.44,136.06,341.69,136.06
343.41,296.19,410.03,296.19,410.03,136.72,343.41,136.72
345.12,295.75,410.62,295.75,410.62,137.38,345.12,137.38
346.84,295.31,411.22,295.31,411.22,138.03,346.84,138.03
348.56,294.88,411.81,294.88,411.81,138.69,348.56,138.69
350.28,294.44,412.41,294.44,412.41,139.34,350.28,139.34
352.00,294.00,413.00,294.00,413.00,140.00,352.00,140.00
359.00,292.00,416.00,292.00,416.00,139.00,359.00,139.00
358.20,295.27,417.36,295.27,417.36,140.75,358.20,140.75
357.79,294.75,419.12,294.75,419.12,138.71,357.79,138.71
357.89,296.98,421.39,296.98,421.39,139.41,357.89,139.41
357.65,298.87,423.32,298.87,423.32,139.78,357.65,139.78
358.91,300.26,426.75,300.26,426.75,139.65,358.91,139.65
361.00,287.00,425.00,287.00,425.00,140.00,361.00,140.00
363.67,287.67,426.33,287.67,426.33,140.00,363.67,140.00
366.33,288.33,427.67,288.33,427.67,140.00,366.33,140.00
369.00,289.00,429.00,289.00,429.00,140.00,369.00,140.00
369.33,289.00,429.79,289.00,429.79,139.50,369.33,139.50
369.67,289.00,430.58,289.00,430.58,139.00,369.67,139.00
370.55,290.00,431.92,290.00,431.92,139.50,370.55,139.50
369.42,292.95,431.26,292.95,431.26,141.95,369.42,141.95
371.28,292.88,433.57,292.88,433.57,141.38,371.28,141.38
373.13,292.81,435.88,292.81,435.88,140.81,373.13,140.81
374.99,292.73,438.19,292.73,438.19,140.24,374.99,140.24
376.84,292.66,440.51,292.66,440.51,139.66,376.84,139.66
378.69,292.59,442.82,292.59,442.82,139.09,378.69,139.09
380.55,292.52,445.13,292.52,445.13,138.52,380.55,138.52
382.40,292.44,447.44,292.44,447.44,137.94,382.40,137.94
384.26,292.37,449.76,292.37,449.76,137.37,384.26,137.37
385.36,292.09,451.32,292.09,451.32,136.59,385.36,136.59
386.47,291.81,452.89,291.81,452.89,135.81,386.47,135.81
387.58,291.53,454.46,291.53,454.46,135.03,387.58,135.03
388.69,291.25,456.03,291.25,456.03,134.25,388.69,134.25
389.80,290.97,457.60,290.97,457.60,133.47,389.80,133.47
390.91,290.69,459.16,290.69,459.16,132.69,390.91,132.69
392.02,290.40,460.73,290.40,460.73,131.90,392.02,131.90
392.08,289.46,461.25,289.46,461.25,130.46,392.08,130.46
392.15,288.51,461.77,288.51,461.77,129.01,392.15,129.01
392.21,287.56,462.29,287.56,462.29,127.56,392.21,127.56
